Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2645,Leny Yoro,fr FRA,DF,Manchester Utd,eng Premier League,19.0,2005,11,5,545,6.1,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,3,23,2,0.00,0.12,2645,fr FRA,DF,eng Premier League,19-096,2005,6.1,0,5,1,20.0,0.83,0.17,0.00,0.00,8.6,0,0,0,0.7,0.7,0.15,-0.7,-0.7,2645,fr FRA,DF,eng Premier League,19-096,2005,6.1,322,348,92.5,5302,1747,0,0.0,0.0,0.0,0,18,0,0,23,2645,fr FRA,DF,eng Premier League,19-096,2005,6.1,348,340,7,5,0,1,0,2,0,0,0,0,322,1,3,2645,fr FRA,DF,eng Premier League,19-096,2005,6.1,3,0.50,1,0,0,2,0,0,0,0.00,2645,fr FRA,DF,eng Premier League,19-096,2005,6.1,13,4,9,4,0,11,45.5,6,2,2,0,13,26,19,0,2645,fr FRA,DF,eng Premier League,19-096,2005,6.1,409,35,192,193,25,9,409,0,0,,0,,275,1124,486,3,1,0,1,0,299,2,3276,fr FRA,DF,eng Premier League,19-096,2005,11,545,50,24.2,6.1,5,78,2,6,26,0,0.91,7,13,-6,-0.99,-0.99,10.0,10.8,-0.9,-0.14,2645,fr FRA,DF,eng Premier League,19-096,2005,6.1,2,0,0,5,1,1,0,13,4,0,0,0,18,7,9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,Ashley Young,eng ENG,DF,Everton,eng Premier League,39.0,1985,22,17,1503,16.7,1,3,4,1,0,0,5,1,0.3,0.3,1.4,1.7,18,80,20,0.24,0.10,2646,eng ENG,DF,eng Premier League,39-223,1985,16.7,1,6,3,50.0,0.36,0.18,0.17,0.33,24.5,3,0,0,0.3,0.3,0.04,+0.7,+0.7,2646,eng ENG,DF,eng Premier League,39-223,1985,16.7,581,817,71.1,10646,4832,3,1.4,1.5,+1.6,18,68,16,7,80,2646,eng ENG,DF,eng Premier League,39-223,1985,16.7,817,624,188,16,2,3,56,158,12,6,6,0,581,5,17,2646,eng ENG,DF,eng Premier League,39-223,1985,16.7,35,2.09,26,6,0,1,1,1,6,0.36,2646,eng ENG,DF,eng Premier League,39-223,1985,16.7,46,26,22,18,6,46,60.9,18,9,3,6,21,67,54,1,2646,eng ENG,DF,eng Premier League,39-223,1985,16.7,970,48,302,413,260,6,970,12,4,33.3,6,50.0,380,1986,1162,18,24,1,6,1,490,20,3277,eng ENG,DF,eng Premier League,39-223,1985,22,1503,68,66.8,16.7,17,85,12,5,13,1,1.32,15,19,-4,-0.24,-0.24,15.4,21.4,-6.0,-0.36,2646,eng ENG,DF,eng Premier League,39-223,1985,16.7,5,1,0,24,15,0,56,21,26,0,0,0,59,8,10,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,Etienne Youte Kinkoue,fr FRA,DF,Le Havre,fr Ligue 1,23.0,2002,17,17,1487,16.5,0,0,0,0,0,0,4,1,1.0,1.0,0.1,1.1,5,39,4,0.00,0.07,2647,fr FRA,DF,fr Ligue 1,23-034,2002,16.5,0,9,1,11.1,0.54,0.06,0.00,0.00,17.0,1,0,0,1.0,1.0,0.11,-1.0,-1.0,2647,fr FRA,DF,fr Ligue 1,23-034,2002,16.5,740,830,89.2,15079,4854,0,0.1,0.2,-0.1,2,37,2,1,39,2647,fr FRA,DF,fr Ligue 1,23-034,2002,16.5,830,775,55,41,0,2,2,4,0,0,0,0,740,0,2,2647,fr FRA,DF,fr Ligue 1,23-034,2002,16.5,8,0.48,7,0,0,1,0,0,0,0.00,2647,fr FRA,DF,fr Ligue 1,23-034,2002,16.5,14,6,7,6,1,14,64.3,5,25,16,9,16,30,102,2,2647,fr FRA,DF,fr Ligue 1,23-034,2002,16.5,1014,185,565,417,35,7,1014,2,2,100.0,0,0.0,557,3057,1644,5,7,0,3,0,672,4,3279,fr FRA,DF,fr Ligue 1,23-034,2002,17,1487,87,75.1,16.5,17,87,16,0,,0,0.82,14,31,-17,-1.03,+0.07,18.4,29.7,-11.3,-0.68,2647,fr FRA,DF,fr Ligue 1,23-034,2002,16.5,4,1,0,11,4,0,2,16,6,0,0,1,43,17,12,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,Illia Zabarnyi,ua UKR,DF,Bournemouth,eng Premier League,22.0,2002,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.8,0.8,0.5,1.3,18,92,3,0.00,0.05,2648,ua UKR,DF,eng Premier League,22-169,2002,25.0,0,7,0,0.0,0.28,0.00,0.00,,9.2,0,0,0,0.8,0.8,0.12,-0.8,-0.8,2648,ua UKR,DF,eng Premier League,22-169,2002,25.0,980,1208,81.1,21050,8043,0,0.5,0.4,-0.5,10,101,5,0,92,2648,ua UKR,DF,eng Premier League,22-169,2002,25.0,1208,1181,25,22,4,5,4,0,0,0,0,0,980,2,5,2648,ua UKR,DF,eng Premier League,22-169,2002,25.0,26,1.04,23,1,0,0,0,2,0,0.00,2648,ua UKR,DF,eng Premier League,22-169,2002,25.0,40,26,21,18,1,37,70.3,11,30,19,11,28,68,128,2,2648,ua UKR,DF,eng Premier League,22-169,2002,25.0,1471,181,705,736,48,10,1471,7,4,57.1,2,28.6,909,5790,3375,18,13,0,13,3,907,3,3280,ua UKR,DF,eng Premier League,22-169,2002,25,2250,90,100.0,25.0,25,90,25,0,,0,1.72,44,29,+15,+0.60,,46.8,32.0,+14.8,+0.59,2648,ua UKR,DF,eng Premier League,22-169,2002,25.0,3,0,0,13,5,0,4,28,26,0,0,0,119,53,29,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,Eloge Zabi,ci CIV,"DF,MF",Reims,fr Ligue 1,18.0,2006,2,0,18,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,2649,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2649,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,0.2,9,12,75.0,122,54,0,0.0,0.0,0.0,0,1,0,0,2,2649,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,0.2,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0,2649,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,0.2,1,5.00,1,0,0,0,0,0,0,0.00,2649,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2649,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,0.2,14,1,5,9,1,0,14,0,0,,0,,9,66,34,1,1,0,0,0,10,1,3281,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,2,18,9,0.9,0.2,0,,0,2,9,1,0.00,0,1,-1,-5.00,-4.72,0.3,0.8,-0.5,-2.62,2649,ci CIV,"DF,MF",fr Ligue 1,18-146,2006,0.2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,Mattia Zaccagni,it ITA,FW,Lazio,it Serie A,29.0,1995,22,21,1738,19.3,7,6,13,5,2,2,6,0,4.7,3.2,2.9,6.1,65,82,170,0.57,0.40,2650,it ITA,FW,it Serie A,29-246,1995,19.3,7,31,10,32.3,1.61,0.52,0.16,0.50,17.6,1,2,2,4.7,3.2,0.10,+2.3,+1.8,2650,it ITA,FW,it Serie A,29-246,1995,19.3,586,768,76.3,9556,2681,6,2.9,2.9,+3.1,40,38,26,4,82,2650,it ITA,FW,it Serie A,29-246,1995,19.3,768,657,110,26,3,5,106,16,68,34,20,0,586,1,19,2650,it ITA,FW,it Serie A,29-246,1995,19.3,68,3.52,44,17,0,5,2,0,8,0.41,2650,it ITA,FW,it Serie A,29-246,1995,19.3,20,13,4,13,3,17,47.1,9,9,0,9,17,37,11,0,2650,it ITA,FW,it Serie A,29-246,1995,19.3,946,14,82,369,508,68,944,61,31,50.8,22,36.1,584,4342,2089,65,39,19,30,26,707,170,3282,it ITA,FW,it Serie A,29-246,1995,22,1738,79,77.2,19.3,21,82,7,1,18,0,1.77,31,27,+4,+0.21,-1.37,27.4,19.2,+8.2,+0.43,2650,it ITA,FW,it Serie A,29-246,1995,19.3,6,0,0,22,57,5,106,17,13,0,0,0,55,14,14,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,Dan-Axel Zagadou,fr FRA,"DF,MF",Stuttgart,de Bundesliga,25.0,1999,2,0,29,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2651,fr FRA,"DF,MF",de Bundesliga,25-259,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2651,fr FRA,"DF,MF",de Bundesliga,25-259,1999,0.3,9,9,100.0,153,22,0,0.0,0.0,0.0,0,0,0,0,0,2651,fr FRA,"DF,MF",de Bundesliga,25-259,1999,0.3,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,2651,fr FRA,"DF,MF",de Bundesliga,25-259,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,2651,fr FRA,"DF,MF",de Bundesliga,25-259,1999,0.3,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,2651,fr FRA,"DF,MF",de Bundesliga,25-259,1999,0.3,12,1,10,2,0,0,12,0,0,,0,,6,11,1,0,1,0,0,0,9,0,3283,fr FRA,"DF,MF",de Bundesliga,25-259,1999,2,29,15,1.5,0.3,0,,0,2,15,0,3.00,2,1,+1,+3.10,+2.83,1.5,0.3,+1.2,+3.63,2651,fr FRA,"DF,MF",de Bundesliga,25-259,1999,0.3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,Yoram Zague,fr FRA,DF,Paris S-G,fr Ligue 1,18.0,2006,3,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,8,13,0.00,0.04,2652,fr FRA,DF,fr Ligue 1,18-278,2006,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,10.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2652,fr FRA,DF,fr Ligue 1,18-278,2006,1.8,152,161,94.4,2505,540,0,0.0,0.1,0.0,1,3,1,1,8,2652,fr FRA,DF,fr Ligue 1,18-278,2006,1.8,161,147,14,0,0,0,3,14,0,0,0,0,152,0,1,2652,fr FRA,DF,fr Ligue 1,18-278,2006,1.8,1,0.56,1,0,0,0,0,0,0,0.00,2652,fr FRA,DF,fr Ligue 1,18-278,2006,1.8,4,3,2,1,1,3,66.7,1,2,0,2,2,6,2,0,2652,fr FRA,DF,fr Ligue 1,18-278,2006,1.8,176,2,40,111,25,5,176,1,1,100.0,0,0.0,128,554,292,4,1,1,0,0,138,13,3284,fr FRA,DF,fr Ligue 1,18-278,2006,3,160,53,8.1,1.8,2,58,0,1,45,18,3.00,2,3,-1,-0.56,-2.54,3.5,1.2,+2.3,+1.31,2652,fr FRA,DF,fr Ligue 1,18-278,2006,1.8,0,0,0,2,0,0,3,2,3,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,Wilfried Zaha,ci CIV,FW,Lyon,fr Ligue 1,32.0,1992,4,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,9,0.00,0.07,2653,ci CIV,FW,fr Ligue 1,32-099,1992,0.8,0,1,1,100.0,1.23,1.23,0.00,0.00,17.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2653,ci CIV,FW,fr Ligue 1,32-099,1992,0.8,28,32,87.5,388,49,0,0.0,0.0,0.0,0,0,0,0,1,2653,ci CIV,FW,fr Ligue 1,32-099,1992,0.8,32,31,1,1,0,0,0,0,0,0,0,0,28,0,2,2653,ci CIV,FW,fr Ligue 1,32-099,1992,0.8,0,0.00,0,0,0,0,0,0,0,0.00,2653,ci CIV,FW,fr Ligue 1,32-099,1992,0.8,1,1,1,0,0,2,50.0,1,3,0,3,1,2,0,0,2653,ci CIV,FW,fr Ligue 1,32-099,1992,0.8,49,0,2,22,26,4,49,5,3,60.0,2,40.0,30,100,23,1,0,1,2,6,39,9,3285,ci CIV,FW,fr Ligue 1,32-099,1992,4,73,18,3.7,0.8,1,52,0,3,7,3,2.50,1,1,0,0.00,-0.47,0.4,1.2,-0.8,-1.02,2653,ci CIV,FW,fr Ligue 1,32-099,1992,0.8,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,Warren Zaïre-Emery,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,18.0,2006,18,15,1330,14.8,1,1,2,1,0,0,2,0,0.9,0.9,0.8,1.6,30,77,57,0.14,0.11,2654,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,14.8,1,10,6,60.0,0.68,0.41,0.10,0.17,20.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1,2654,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,14.8,991,1075,92.2,14520,2961,1,0.8,0.7,+0.2,11,67,3,0,77,2654,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,14.8,1075,1028,45,13,1,13,4,32,0,0,0,0,991,2,16,2654,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,14.8,33,2.23,31,0,1,1,0,0,3,0.20,2654,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,14.8,37,17,13,14,10,32,50.0,16,25,4,21,17,54,15,2,2654,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,14.8,1234,33,216,687,340,21,1234,26,11,42.3,15,57.7,752,3995,1978,30,32,5,22,17,956,57,3287,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,18,1330,74,67.2,14.8,15,85,11,3,21,0,2.44,41,12,+29,+1.96,+0.58,33.5,14.6,+18.9,+1.28,2654,fr FRA,"MF,DF",fr Ligue 1,18-346,2006,14.8,2,0,0,15,12,1,4,17,17,0,0,0,91,6,11,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,Miha Zajc,si SVN,MF,Toulouse,fr Ligue 1,30.0,1994,12,1,190,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,5,17,4,0.00,0.08,2655,si SVN,MF,fr Ligue 1,30-231,1994,2.1,0,4,1,25.0,1.89,0.47,0.00,0.00,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2655,si SVN,MF,fr Ligue 1,30-231,1994,2.1,104,129,80.6,1606,373,0,0.1,0.1,-0.1,2,12,6,0,17,2655,si SVN,MF,fr Ligue 1,30-231,1994,2.1,129,126,3,2,1,0,2,0,1,1,0,0,104,0,1,2655,si SVN,MF,fr Ligue 1,30-231,1994,2.1,4,1.89,3,0,0,0,1,0,0,0.00,2655,si SVN,MF,fr Ligue 1,30-231,1994,2.1,3,3,1,1,1,4,75.0,1,0,0,0,2,5,6,0,2655,si SVN,MF,fr Ligue 1,30-231,1994,2.1,149,5,23,90,37,2,149,1,1,100.0,0,0.0,77,322,160,5,4,0,2,1,97,4,3288,si SVN,MF,fr Ligue 1,30-231,1994,12,190,16,9.6,2.1,1,72,0,11,11,7,1.00,3,4,-1,-0.47,-0.42,3.5,2.7,+0.8,+0.36,2655,si SVN,MF,fr Ligue 1,30-231,1994,2.1,2,0,0,5,2,0,2,2,3,0,0,0,11,2,6,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,Denis Zakaria,ch SUI,MF,Monaco,fr Ligue 1,28.0,1996,15,14,1252,13.9,3,2,5,3,0,0,4,0,3.0,3.0,0.5,3.5,12,57,18,0.36,0.25,2656,ch SUI,MF,fr Ligue 1,28-089,1996,13.9,3,17,7,41.2,1.22,0.50,0.18,0.43,15.4,0,0,0,3.0,3.0,0.17,0.0,0.0,2656,ch SUI,MF,fr Ligue 1,28-089,1996,13.9,641,713,89.9,9364,2913,2,0.5,0.8,+1.5,9,54,12,1,57,2656,ch SUI,MF,fr Ligue 1,28-089,1996,13.9,713,685,27,25,4,1,3,2,0,0,0,0,641,1,5,2656,ch SUI,MF,fr Ligue 1,28-089,1996,13.9,29,2.08,24,0,0,3,0,2,9,0.65,2656,ch SUI,MF,fr Ligue 1,28-089,1996,13.9,26,15,8,15,3,21,66.7,7,15,6,9,18,44,26,0,2656,ch SUI,MF,fr Ligue 1,28-089,1996,13.9,854,36,172,574,120,19,854,26,14,53.8,10,38.5,491,2296,1069,12,15,4,16,15,575,18,3289,ch SUI,MF,fr Ligue 1,28-089,1996,15,1252,83,63.2,13.9,14,86,11,1,45,1,2.20,34,17,+17,+1.22,+1.47,31.7,16.1,+15.6,+1.12,2656,ch SUI,MF,fr Ligue 1,28-089,1996,13.9,4,0,0,16,12,1,3,18,15,0,2,0,110,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,Arsen Zakharyan,ru RUS,"FW,MF",Real Sociedad,es La Liga,21.0,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,2657,ru RUS,"FW,MF",es La Liga,21-267,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2657,ru RUS,"FW,MF",es La Liga,21-267,2003,0.3,8,9,88.9,135,25,0,0.0,0.0,0.0,0,0,1,0,2,2657,ru RUS,"FW,MF",es La Liga,21-267,2003,0.3,9,9,0,0,1,0,0,0,0,0,0,0,8,0,0,2657,ru RUS,"FW,MF",es La Liga,21-267,2003,0.3,1,3.21,1,0,0,0,0,0,0,0.00,2657,ru RUS,"FW,MF",es La Liga,21-267,2003,0.3,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,2657,ru RUS,"FW,MF",es La Liga,21-267,2003,0.3,11,1,1,4,6,1,11,1,1,100.0,0,0.0,7,26,9,0,1,0,0,0,9,3,3290,ru RUS,"FW,MF",es La Liga,21-267,2003,2,28,14,1.3,0.3,0,,0,2,14,2,0.00,1,0,+1,+3.21,+3.26,1.1,0.4,+0.7,+2.33,2657,ru RUS,"FW,MF",es La Liga,21-267,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,Nicola Zalewski,pl POL,"DF,FW",Roma,it Serie A,23.0,2002,12,4,533,5.9,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,31,17,54,0.00,0.18,2658,pl POL,"DF,FW",it Serie A,23-025,2002,5.9,0,5,0,0.0,0.84,0.00,0.00,,21.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,2658,pl POL,"DF,FW",it Serie A,23-025,2002,5.9,194,265,73.2,3235,575,0,0.8,0.6,-0.8,10,10,14,7,17,2658,pl POL,"DF,FW",it Serie A,23-025,2002,5.9,265,236,28,2,0,1,29,26,0,0,0,0,194,1,12,2658,pl POL,"DF,FW",it Serie A,23-025,2002,5.9,20,3.37,18,0,0,0,2,0,0,0.00,2658,pl POL,"DF,FW",it Serie A,23-025,2002,5.9,8,6,3,2,3,7,28.6,5,7,2,5,4,12,8,2,2658,pl POL,"DF,FW",it Serie A,23-025,2002,5.9,325,9,53,122,155,15,325,16,2,12.5,13,81.3,193,1581,818,31,18,6,8,4,221,54,3291,pl POL,"DF,FW",it Serie A,23-025,2002,12,533,44,23.7,5.9,4,71,0,8,31,6,1.08,8,9,-1,-0.17,-0.54,8.7,6.6,+2.1,+0.36,2658,pl POL,"DF,FW",it Serie A,23-025,2002,5.9,0,0,0,2,13,1,29,4,6,0,0,0,23,5,8,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,Nicola Zalewski,pl POL,DF,Inter,it Serie A,23.0,2002,3,0,70,0.8,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,9,3,13,1.29,0.76,2659,pl POL,DF,it Serie A,23-025,2002,0.8,0,1,1,100.0,1.29,1.29,0.00,0.00,11.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2659,pl POL,DF,it Serie A,23-025,2002,0.8,26,34,76.5,452,108,1,0.5,0.9,+0.5,4,2,4,4,3,2659,pl POL,DF,it Serie A,23-025,2002,0.8,34,32,2,0,0,0,7,2,0,0,0,0,26,0,2,2659,pl POL,DF,it Serie A,23-025,2002,0.8,6,7.71,5,0,0,1,0,0,1,1.29,2659,pl POL,DF,it Serie A,23-025,2002,0.8,2,1,2,0,0,3,66.7,1,1,0,1,0,2,1,0,2659,pl POL,DF,it Serie A,23-025,2002,0.8,42,1,6,12,24,5,42,2,0,0.0,1,50.0,35,351,162,9,1,2,2,1,33,13,3292,pl POL,DF,it Serie A,23-025,2002,3,70,23,3.1,0.8,0,,0,3,23,0,1.33,1,1,0,0.00,-1.44,1.2,0.8,+0.5,+0.59,2659,pl POL,DF,it Serie A,23-025,2002,0.8,1,0,0,2,3,0,7,0,1,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,29.0,1995,25,25,2199,24.4,5,3,8,5,0,0,4,0,2.5,2.5,2.1,4.6,21,116,94,0.33,0.19,2660,cm CMR,MF,it Serie A,29-093,1995,24.4,5,32,8,25.0,1.31,0.33,0.16,0.63,18.0,0,0,0,2.5,2.5,0.08,+2.5,+2.5,2660,cm CMR,MF,it Serie A,29-093,1995,24.4,984,1159,84.9,14829,3806,3,2.1,2.1,+0.9,23,109,16,2,116,2660,cm CMR,MF,it Serie A,29-093,1995,24.4,1159,1138,21,12,1,6,19,9,0,0,0,0,984,0,21,2660,cm CMR,MF,it Serie A,29-093,1995,24.4,63,2.58,53,0,3,2,1,4,6,0.25,2660,cm CMR,MF,it Serie A,29-093,1995,24.4,36,24,5,26,5,28,39.3,17,15,4,11,27,63,28,1,2660,cm CMR,MF,it Serie A,29-093,1995,24.4,1402,40,220,830,369,57,1402,37,20,54.1,15,40.5,721,3342,1249,21,24,6,37,25,1025,94,3293,cm CMR,MF,it Serie A,29-093,1995,25,2199,88,97.7,24.4,25,88,20,0,,0,2.24,40,19,+21,+0.86,-0.91,32.7,19.4,+13.3,+0.54,2660,cm CMR,MF,it Serie A,29-093,1995,24.4,4,0,0,27,24,2,19,27,24,1,1,0,110,50,37,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
